,current_team,player_name,agent_played,role_on_team,usage,rnd_num,avg_combat_score,kill_death_ratio,avg_dmg,kast,kills_per_rnd,ast_per_rnd,fk_per_rnd,fd_per_rnd,kills,death,ast,fk,fd,team_rank
5213,n/a,plat1num,fade,initiator,0.308,78,155.0,0.73,107.1,0.68,0.51,0.35,0.01,0.10,40,55,27,1,8,n/a
5214,n/a,plat1num,skye,initiator,0.308,91,173.0,0.83,109.9,0.67,0.58,0.45,0.04,0.07,53,64,41,4,6,n/a
5215,n/a,plat1num,sova,initiator,0.154,45,207.0,1.13,140.7,0.67,0.76,0.20,0.02,0.07,34,30,9,1,3,n/a
5216,n/a,plat1num,breach,initiator,0.154,47,122.0,0.47,87.1,0.66,0.38,0.36,0.00,0.13,18,38,17,0,6,n/a
5217,n/a,plat1num,viper,controller,0.077,21,253.0,1.00,161.4,0.76,0.86,0.43,0.19,0.10,18,18,9,4,2,n/a
5218,n/a,Acerola,astra,controller,0.5,79,185.5,0.88,124.0,0.63,0.62,0.27,0.08,0.15,49,56,21,6,12,n/a
5219,n/a,Acerola,kayo,initiator,0.25,43,196.0,0.93,123.0,0.72,0.63,0.56,0.09,0.05,27,29,24,4,2,n/a
5220,n/a,Acerola,viper,controller,0.25,44,158.0,0.65,113.9,0.8,0.50,0.39,0.07,0.16,22,34,17,3,7,n/a
5221,Armory Aresta,Angela,chamber,sentinel,0.444,73,189.5,0.98,116.1,0.7,0.68,0.14,0.19,0.11,50,51,10,14,8,1503
5222,Armory Aresta,Angela,kayo,initiator,0.222,35,153.0,0.56,93.1,0.46,0.51,0.14,0.06,0.11,18,32,5,2,4,1503
5223,Armory Aresta,Angela,jett,duelist,0.222,45,205.5,1.06,119.8,0.64,0.76,0.16,0.16,0.18,34,32,7,7,8,1503
5224,Armory Aresta,Angela,neon,duelist,0.111,15,194.0,0.60,136.9,0.4,0.60,0.07,0.13,0.27,9,15,1,2,4,1503
5225,True Rippers,Mast3r,kayo,initiator,0.37,205,173.2,0.86,114.7,0.77,0.60,0.37,0.05,0.06,124,144,75,10,12,1424
5226,True Rippers,Mast3r,breach,initiator,0.259,161,185.6,0.96,119.4,0.75,0.64,0.34,0.05,0.02,103,107,55,8,4,1424
5227,True Rippers,Mast3r,fade,initiator,0.07400000000000001,36,207.5,0.83,120.4,0.72,0.67,0.25,0.08,0.08,24,29,9,3,3,1424
5228,True Rippers,Mast3r,viper,controller,0.07400000000000001,40,244.5,1.84,147.2,0.85,0.88,0.25,0.03,0.10,35,19,10,1,4,1424
5229,True Rippers,Mast3r,skye,initiator,0.07400000000000001,47,136.5,0.67,89.2,0.6,0.51,0.15,0.04,0.09,24,36,7,2,4,1424
5230,True Rippers,Mast3r,brimstone,controller,0.037000000000000005,17,200.0,0.71,135.4,0.71,0.59,0.41,0.12,0.06,10,14,7,2,1,1424
5231,True Rippers,Mast3r,sage,sentinel,0.037000000000000005,21,141.0,0.79,88.2,0.71,0.52,0.14,0.00,0.00,11,14,3,0,0,1424
5232,True Rippers,Mast3r,sova,initiator,0.037000000000000005,22,195.0,1.07,127.0,0.82,0.68,0.36,0.09,0.05,15,14,8,2,1,1424
5233,True Rippers,Mast3r,killjoy,sentinel,0.037000000000000005,26,215.0,0.95,137.5,0.81,0.73,0.19,0.08,0.12,19,20,5,2,3,1424
5234,Zero Tenacity,kenobi,breach,initiator,0.316,127,144.5,0.72,99.3,0.69,0.50,0.25,0.06,0.06,63,88,32,7,8,1458
5235,Zero Tenacity,kenobi,kayo,initiator,0.316,143,224.2,0.97,145.8,0.7,0.71,0.59,0.08,0.13,101,104,84,12,19,1458
5236,Zero Tenacity,kenobi,sage,sentinel,0.21100000000000002,84,157.8,0.68,114.5,0.64,0.52,0.31,0.06,0.10,44,65,26,5,8,1458
5237,Zero Tenacity,kenobi,chamber,sentinel,0.105,34,165.0,0.70,109.1,0.5,0.62,0.00,0.18,0.12,21,30,0,6,4,1458
5238,Zero Tenacity,kenobi,omen,controller,0.053,17,124.0,0.53,80.1,0.65,0.47,0.12,0.06,0.29,8,15,2,1,5,1458
5239,Orangutan Female,Japips,sova,initiator,0.875,270,200.5,1.13,129.2,0.71,0.74,0.24,0.06,0.07,200,177,64,15,18,1588
5240,Orangutan Female,Japips,breach,initiator,0.125,41,238.5,1.59,152.1,0.78,0.85,0.39,0.05,0.05,35,22,16,2,2,1588
5241,n/a,Maiko,kayo,initiator,0.3,66,224.3,1.15,136.4,0.73,0.80,0.44,0.11,0.11,53,46,29,7,7,n/a
5242,n/a,Maiko,breach,initiator,0.3,60,201.3,0.91,130.0,0.78,0.72,0.25,0.10,0.08,43,47,15,6,5,n/a
5243,n/a,Maiko,skye,initiator,0.2,40,131.5,0.54,95.2,0.5,0.48,0.10,0.08,0.13,19,35,4,3,5,n/a
5244,n/a,Maiko,neon,duelist,0.1,23,243.0,0.95,144.3,0.7,0.83,0.17,0.17,0.17,19,20,4,4,4,n/a
5245,n/a,Maiko,yoru,duelist,0.1,20,275.0,1.06,179.7,0.85,0.90,0.40,0.20,0.20,18,17,8,4,4,n/a
5246,Ambition,Bawn,sova,initiator,0.636,439,194.3,0.97,128.4,0.71,0.66,0.27,0.09,0.10,290,299,118,40,44,1437
5247,Ambition,Bawn,fade,initiator,0.273,186,176.1,0.77,106.5,0.74,0.59,0.40,0.08,0.09,109,141,74,14,17,1437
5248,Ambition,Bawn,breach,initiator,0.091,62,189.0,0.85,125.7,0.73,0.65,0.42,0.08,0.10,40,47,26,5,6,1437
5249,Egirl Enthusiasts,GLANCE,astra,controller,0.444,87,166.3,0.85,116.3,0.66,0.61,0.26,0.06,0.08,53,62,23,5,7,1406
5250,Egirl Enthusiasts,GLANCE,viper,controller,0.33299999999999996,51,210.0,1.00,140.7,0.61,0.76,0.20,0.08,0.08,39,39,10,4,4,1406
5251,Egirl Enthusiasts,GLANCE,omen,controller,0.222,46,208.5,1.00,134.9,0.74,0.72,0.43,0.09,0.00,33,33,20,4,0,1406
5252,n/a,ExciteMVP,sova,initiator,0.469,329,204.4,1.16,140.4,0.79,0.72,0.35,0.06,0.04,237,205,114,19,14,n/a
5253,n/a,ExciteMVP,fade,initiator,0.375,260,184.6,1.06,117.6,0.76,0.66,0.33,0.05,0.02,172,162,87,14,6,n/a
5254,n/a,ExciteMVP,breach,initiator,0.156,107,183.8,1.09,118.3,0.69,0.67,0.28,0.07,0.02,72,66,30,8,2,n/a
5255,Medal Esports,godvexy,sova,initiator,0.325,264,176.1,0.83,122.8,0.75,0.59,0.28,0.04,0.03,155,186,75,10,7,1384
5256,Medal Esports,godvexy,fade,initiator,0.25,211,177.2,0.89,118.3,0.71,0.63,0.27,0.04,0.05,133,149,57,9,10,1384
5257,Medal Esports,godvexy,skye,initiator,0.225,188,144.7,0.75,90.8,0.66,0.48,0.23,0.05,0.08,91,122,43,10,15,1384
5258,Medal Esports,godvexy,sage,sentinel,0.175,169,173.9,0.95,119.1,0.74,0.64,0.24,0.05,0.04,109,115,41,8,6,1384
5259,Medal Esports,godvexy,breach,initiator,0.025,24,171.0,0.88,126.4,0.71,0.58,0.17,0.08,0.08,14,16,4,2,2,1384
5260,BOBO,skrawl,sova,initiator,0.667,119,176.0,0.88,117.8,0.67,0.61,0.27,0.08,0.08,73,83,32,9,9,2049
5261,BOBO,skrawl,cypher,sentinel,0.222,53,175.5,0.91,114.5,0.66,0.60,0.15,0.08,0.09,32,35,8,4,5,2049
5262,BOBO,skrawl,fade,initiator,0.111,19,264.0,1.13,180.9,0.74,0.89,0.32,0.05,0.00,17,15,6,1,0,2049
5263,FunPlus Phoenix,SEIDER,viper,controller,0.313,109,171.0,0.87,119.7,0.68,0.60,0.26,0.06,0.06,65,75,28,6,6,2400
5264,FunPlus Phoenix,SEIDER,sage,sentinel,0.188,70,173.0,1.00,114.3,0.66,0.66,0.24,0.07,0.07,46,46,17,5,5,2400
5265,FunPlus Phoenix,SEIDER,omen,controller,0.188,61,125.7,0.64,82.3,0.59,0.48,0.11,0.02,0.16,29,45,7,1,10,2400
5266,FunPlus Phoenix,SEIDER,skye,initiator,0.125,36,201.5,0.83,121.0,0.64,0.69,0.14,0.03,0.03,25,30,5,1,1,2400
5267,FunPlus Phoenix,SEIDER,sova,initiator,0.125,49,262.5,1.18,173.0,0.65,0.92,0.22,0.04,0.06,45,38,11,2,3,2400
5268,FunPlus Phoenix,SEIDER,reyna,duelist,0.063,17,216.0,0.86,123.2,0.41,0.71,0.06,0.18,0.18,12,14,1,3,3,2400
5269,NBKS Titans,whitr,raze,duelist,0.7140000000000001,203,227.7,0.97,147.6,0.73,0.76,0.18,0.16,0.14,154,158,36,33,28,1448
5270,NBKS Titans,whitr,jett,duelist,0.28600000000000003,75,175.0,1.02,118.4,0.67,0.67,0.13,0.09,0.07,50,49,10,7,5,1448
5271,n/a,HUYNH,raze,duelist,0.667,125,190.3,0.82,118.4,0.62,0.65,0.18,0.12,0.14,81,99,22,15,17,n/a
5272,n/a,HUYNH,sage,sentinel,0.33299999999999996,63,162.0,0.83,103.2,0.78,0.62,0.29,0.11,0.08,39,47,18,7,5,n/a
5273,Roy's Kitten Shelter,duck,omen,controller,0.28600000000000003,88,171.0,0.73,119.5,0.72,0.53,0.42,0.03,0.08,47,64,37,3,7,1444
5274,Roy's Kitten Shelter,duck,astra,controller,0.28600000000000003,94,201.3,1.00,139.9,0.77,0.70,0.38,0.10,0.06,66,66,36,9,6,1444
5275,Roy's Kitten Shelter,duck,viper,controller,0.214,65,246.3,1.13,157.8,0.68,0.83,0.31,0.09,0.12,54,48,20,6,8,1444
5276,Roy's Kitten Shelter,duck,brimstone,controller,0.214,66,198.0,0.84,129.8,0.71,0.62,0.58,0.11,0.09,41,49,38,7,6,1444
5277,DELIRA,MATTyx,fade,initiator,0.5,494,207.1,1.19,132.9,0.78,0.72,0.39,0.06,0.08,356,299,192,30,39,1696
5278,DELIRA,MATTyx,skye,initiator,0.375,389,174.9,0.93,114.6,0.74,0.61,0.26,0.05,0.07,239,258,102,20,28,1696
5279,DELIRA,MATTyx,killjoy,sentinel,0.125,127,185.0,0.85,129.0,0.7,0.60,0.17,0.06,0.06,76,89,21,7,8,1696
5280,Bomb Crypto,Fatmarino,sova,initiator,0.5329999999999999,176,209.5,1.10,144.6,0.77,0.75,0.23,0.06,0.05,132,120,41,10,8,1541
5281,Bomb Crypto,Fatmarino,fade,initiator,0.33299999999999996,105,189.0,1.00,114.2,0.67,0.70,0.22,0.13,0.11,73,73,23,14,12,1541
5282,Bomb Crypto,Fatmarino,breach,initiator,0.133,40,206.5,1.21,140.4,0.93,0.73,0.45,0.08,0.00,29,24,18,3,0,1541
5283,QQQ,Busterrr,killjoy,sentinel,0.278,101,192.0,0.82,134.1,0.72,0.62,0.18,0.08,0.11,63,77,18,8,11,n/a
5284,QQQ,Busterrr,breach,initiator,0.278,98,163.0,0.88,112.5,0.66,0.61,0.28,0.05,0.07,60,68,27,5,7,n/a
5285,QQQ,Busterrr,sage,sentinel,0.16699999999999998,69,190.7,0.96,123.6,0.67,0.67,0.32,0.04,0.20,46,48,22,3,14,n/a
5286,QQQ,Busterrr,kayo,initiator,0.111,38,227.0,0.94,148.8,0.74,0.76,0.53,0.08,0.11,29,31,20,3,4,n/a
5287,QQQ,Busterrr,raze,duelist,0.055999999999999994,21,242.0,0.89,157.7,0.67,0.81,0.14,0.19,0.19,17,19,3,4,4,n/a
5288,QQQ,Busterrr,cypher,sentinel,0.055999999999999994,18,187.0,0.79,122.2,0.67,0.61,0.28,0.17,0.17,11,14,5,3,3,n/a
5289,QQQ,Busterrr,phoenix,duelist,0.055999999999999994,22,234.0,1.00,167.1,0.73,0.86,0.09,0.18,0.09,19,19,2,4,2,n/a
5290,n/a,fxy0,chamber,sentinel,1.0,161,209.3,1.03,135.9,0.71,0.75,0.12,0.10,0.12,120,117,19,16,20,n/a
5291,prime 5,Kasper,sova,initiator,0.318,139,147.3,0.58,103.7,0.65,0.47,0.33,0.05,0.06,66,113,46,7,8,1343
5292,prime 5,Kasper,fade,initiator,0.273,121,169.8,0.85,106.2,0.74,0.59,0.31,0.06,0.06,71,84,37,7,7,1343
5293,prime 5,Kasper,viper,controller,0.273,132,226.3,1.18,138.3,0.75,0.79,0.30,0.08,0.04,104,88,39,10,5,1343
5294,prime 5,Kasper,killjoy,sentinel,0.091,40,212.5,1.00,147.8,0.73,0.70,0.20,0.13,0.03,28,28,8,5,1,1343
5295,prime 5,Kasper,kayo,initiator,0.045,24,206.0,0.89,154.5,0.71,0.67,0.38,0.04,0.04,16,18,9,1,1,1343
5296,Avengers,tyfoon,kayo,initiator,0.545,122,194.7,0.88,131.0,0.73,0.66,0.48,0.09,0.11,80,91,58,11,14,1443
5297,Avengers,tyfoon,sova,initiator,0.364,91,179.5,0.78,113.9,0.6,0.56,0.33,0.05,0.11,51,65,30,5,10,1443
5298,Avengers,tyfoon,skye,initiator,0.091,20,141.0,0.44,89.1,0.55,0.40,0.35,0.05,0.15,8,18,7,1,3,1443
5299,Team Revenge,OneSnipeKO,jett,duelist,0.263,97,191.0,0.93,121.7,0.6,0.68,0.12,0.14,0.18,66,71,12,14,17,1433
5300,Team Revenge,OneSnipeKO,chamber,sentinel,0.263,113,231.8,1.16,151.5,0.68,0.78,0.14,0.13,0.09,88,76,16,15,10,1433
5301,Team Revenge,OneSnipeKO,sage,sentinel,0.263,102,199.0,1.10,139.4,0.7,0.76,0.26,0.05,0.11,78,71,27,5,11,1433
5302,Team Revenge,OneSnipeKO,neon,duelist,0.158,68,172.3,0.87,114.8,0.63,0.66,0.18,0.12,0.24,45,52,12,8,16,1433
5303,Team Revenge,OneSnipeKO,raze,duelist,0.053,20,273.0,1.58,201.0,0.7,0.95,0.30,0.20,0.15,19,12,6,4,3,1433
5304,Computer Friends,Ames,neon,duelist,0.348,166,187.1,0.82,123.0,0.61,0.67,0.17,0.13,0.25,111,135,28,21,42,1506
5305,Computer Friends,Ames,jett,duelist,0.217,97,156.2,0.68,103.0,0.57,0.54,0.10,0.08,0.20,52,77,10,8,19,1506
5306,Computer Friends,Ames,kayo,initiator,0.13,75,186.0,0.80,117.4,0.77,0.64,0.43,0.13,0.12,48,60,32,10,9,1506
5307,Computer Friends,Ames,raze,duelist,0.13,62,195.0,0.80,138.3,0.5,0.66,0.15,0.10,0.08,41,51,9,6,5,1506
5308,Computer Friends,Ames,chamber,sentinel,0.087,48,156.5,0.60,101.7,0.6,0.52,0.06,0.13,0.25,25,42,3,6,12,1506
5309,Computer Friends,Ames,yoru,duelist,0.087,45,173.0,0.75,121.9,0.58,0.60,0.24,0.07,0.24,27,36,11,3,11,1506
5310,Só Deus Sabe,lugn,kayo,initiator,0.4,112,196.3,0.92,131.2,0.7,0.68,0.39,0.09,0.19,76,83,44,10,21,1538
5311,Só Deus Sabe,lugn,sova,initiator,0.2,58,222.0,1.50,142.6,0.76,0.83,0.21,0.09,0.03,48,32,12,5,2,1538
5312,Só Deus Sabe,lugn,brimstone,controller,0.133,44,172.0,0.78,111.2,0.7,0.57,0.64,0.05,0.02,25,32,28,2,1,1538
5313,Só Deus Sabe,lugn,viper,controller,0.133,41,233.0,1.06,144.3,0.68,0.83,0.17,0.20,0.07,34,32,7,8,3,1538
5314,Só Deus Sabe,lugn,breach,initiator,0.067,20,227.0,1.45,148.2,0.8,0.80,0.30,0.10,0.20,16,11,6,2,4,1538
5315,Só Deus Sabe,lugn,fade,initiator,0.067,24,195.0,1.06,121.5,0.67,0.75,0.33,0.08,0.13,18,17,8,2,3,1538
5316,L Streak Female,Noxy,breach,initiator,0.375,77,139.0,0.63,94.2,0.68,0.45,0.31,0.05,0.12,35,56,24,4,9,1527
5317,L Streak Female,Noxy,raze,duelist,0.25,45,234.5,1.08,147.4,0.73,0.87,0.16,0.18,0.18,39,36,7,8,8,1527
5318,L Streak Female,Noxy,chamber,sentinel,0.25,46,216.5,1.03,135.6,0.63,0.83,0.07,0.11,0.20,38,37,3,5,9,1527
5319,L Streak Female,Noxy,jett,duelist,0.125,18,123.0,0.39,74.9,0.61,0.39,0.06,0.22,0.17,7,18,1,4,3,1527
5320,FaRt Clan,NOVEMBER,raze,duelist,0.429,114,239.5,1.01,151.3,0.73,0.81,0.16,0.13,0.09,92,91,18,15,10,n/a
5321,FaRt Clan,NOVEMBER,chamber,sentinel,0.35700000000000004,94,172.0,0.79,116.1,0.62,0.61,0.16,0.10,0.16,57,72,15,9,15,n/a
5322,FaRt Clan,NOVEMBER,sage,sentinel,0.14300000000000002,36,212.5,1.08,122.8,0.81,0.75,0.28,0.11,0.06,27,25,10,4,2,n/a
5323,FaRt Clan,NOVEMBER,neon,duelist,0.071,18,176.0,1.20,107.0,0.78,0.67,0.11,0.17,0.06,12,10,2,3,1,n/a
5324,Team Liquid Brazil,drn,omen,controller,0.36,187,197.8,1.15,127.0,0.8,0.67,0.48,0.07,0.06,125,109,90,13,11,1921
5325,Team Liquid Brazil,drn,sage,sentinel,0.2,105,148.8,0.74,97.8,0.71,0.50,0.46,0.05,0.10,52,70,48,5,11,1921
5326,Team Liquid Brazil,drn,brimstone,controller,0.2,94,190.8,0.95,125.1,0.7,0.65,0.41,0.03,0.06,61,64,39,3,6,1921
5327,Team Liquid Brazil,drn,skye,initiator,0.12,61,177.3,1.18,112.4,0.64,0.66,0.25,0.08,0.10,40,34,15,5,6,1921
5328,Team Liquid Brazil,drn,kayo,initiator,0.08,38,166.5,0.81,118.3,0.82,0.55,0.63,0.05,0.16,21,26,24,2,6,1921
5329,Team Liquid Brazil,drn,astra,controller,0.04,16,214.0,1.63,130.4,0.88,0.81,0.19,0.19,0.00,13,8,3,3,0,1921
5330,TYLOO,Weirdo,omen,controller,0.556,110,170.4,0.75,114.3,0.65,0.60,0.27,0.05,0.05,66,88,30,5,5,1536
5331,TYLOO,Weirdo,viper,controller,0.222,43,153.0,1.23,176.0,0.65,0.86,0.07,0.02,0.02,37,30,3,1,1,1536
5332,TYLOO,Weirdo,astra,controller,0.222,39,168.0,0.83,108.6,0.74,0.62,0.31,0.03,0.05,24,29,12,1,2,1536
5333,LOUD,Sacy,fade,initiator,0.444,164,180.1,0.90,115.3,0.73,0.59,0.46,0.10,0.11,96,107,76,17,18,2400
5334,LOUD,Sacy,breach,initiator,0.389,153,169.9,0.85,109.1,0.76,0.56,0.30,0.05,0.03,86,101,46,7,5,2400
5335,LOUD,Sacy,sova,initiator,0.16699999999999998,56,196.0,1.57,127.3,0.88,0.79,0.34,0.09,0.07,44,28,19,5,4,2400
5336,n/a,Danii,breach,initiator,0.632,236,184.1,0.93,115.8,0.71,0.65,0.36,0.03,0.06,153,164,85,7,15,n/a
5337,n/a,Danii,sova,initiator,0.368,143,169.3,0.81,112.0,0.71,0.58,0.22,0.05,0.06,83,102,31,7,9,n/a
5338,n/a,fiziq,sova,initiator,0.731,389,197.3,1.08,133.4,0.74,0.66,0.34,0.09,0.09,258,238,132,34,34,n/a
5339,n/a,fiziq,skye,initiator,0.154,83,191.8,1.02,128.1,0.7,0.71,0.20,0.16,0.05,59,58,17,13,4,n/a
5340,n/a,fiziq,fade,initiator,0.115,58,131.7,0.50,85.4,0.55,0.40,0.28,0.03,0.03,23,46,16,2,2,n/a
5341,n/a,fuzari,cypher,sentinel,0.5,47,124.5,0.56,87.8,0.55,0.43,0.09,0.04,0.11,20,36,4,2,5,n/a
5342,n/a,fuzari,viper,controller,0.25,32,259.0,1.55,149.8,0.75,0.97,0.22,0.09,0.00,31,20,7,3,0,n/a
5343,n/a,fuzari,breach,initiator,0.25,15,212.0,0.85,128.3,0.73,0.73,0.33,0.00,0.00,11,13,5,0,0,n/a
5344,The Guard,neT,viper,controller,0.318,154,184.0,0.97,122.6,0.71,0.66,0.25,0.09,0.10,102,105,38,14,15,1792
5345,The Guard,neT,fade,initiator,0.273,128,154.7,0.73,99.2,0.7,0.51,0.38,0.03,0.08,65,89,49,4,10,1792
5346,The Guard,neT,killjoy,sentinel,0.182,85,211.0,0.89,138.9,0.62,0.74,0.13,0.09,0.15,63,71,11,8,13,1792
5347,The Guard,neT,breach,initiator,0.136,56,196.0,1.27,133.9,0.84,0.75,0.36,0.05,0.02,42,33,20,3,1,1792
5348,The Guard,neT,kayo,initiator,0.045,24,66.0,0.28,46.1,0.75,0.21,0.54,0.04,0.08,5,18,13,1,2,1792
5349,The Guard,neT,chamber,sentinel,0.045,23,160.0,0.78,115.4,0.61,0.61,0.17,0.17,0.09,14,18,4,4,2,1792
5350,Wintermint,pietola,killjoy,sentinel,0.667,218,201.0,1.10,133.6,0.75,0.71,0.17,0.10,0.10,155,141,36,21,21,1422
5351,Wintermint,pietola,cypher,sentinel,0.33299999999999996,101,180.8,1.02,114.1,0.66,0.65,0.22,0.13,0.08,66,65,22,13,8,1422
5352,Awake Gaming Female,Kiwii,raze,duelist,0.5379999999999999,153,213.7,0.98,143.7,0.67,0.75,0.20,0.10,0.13,114,116,31,16,20,1444
5353,Awake Gaming Female,Kiwii,jett,duelist,0.308,75,183.8,0.73,119.4,0.57,0.64,0.13,0.08,0.13,48,66,10,6,10,1444
5354,Awake Gaming Female,Kiwii,sage,sentinel,0.077,16,217.0,1.00,131.4,0.81,0.81,0.13,0.13,0.13,13,13,2,2,2,1444
5355,Awake Gaming Female,Kiwii,chamber,sentinel,0.077,18,83.0,0.40,53.2,0.39,0.33,0.11,0.00,0.17,6,15,2,0,3,1444
5356,n/a,BRNWOWZK1,kayo,initiator,0.5,152,214.9,1.12,143.7,0.74,0.74,0.45,0.07,0.06,112,100,68,10,9,n/a
5357,n/a,BRNWOWZK1,brimstone,controller,0.214,73,160.3,0.73,102.1,0.62,0.51,0.32,0.05,0.05,37,51,23,4,4,n/a
5358,n/a,BRNWOWZK1,viper,controller,0.14300000000000002,42,146.0,0.76,103.3,0.64,0.52,0.14,0.02,0.14,22,29,6,1,6,n/a
5359,n/a,BRNWOWZK1,fade,initiator,0.071,16,214.0,1.63,129.0,0.94,0.81,0.31,0.06,0.06,13,8,5,1,1,n/a
5360,n/a,BRNWOWZK1,omen,controller,0.071,26,173.0,0.83,126.2,0.69,0.58,0.23,0.15,0.00,15,18,6,4,0,n/a
5361,Team hz,s1cknes,killjoy,sentinel,0.4,152,203.9,1.15,137.7,0.7,0.74,0.13,0.09,0.07,113,98,19,14,10,1401
5362,Team hz,s1cknes,sage,sentinel,0.4,167,180.8,0.84,116.6,0.65,0.62,0.29,0.02,0.08,104,124,49,4,14,1401
5363,Team hz,s1cknes,kayo,initiator,0.1,31,179.5,0.95,134.2,0.71,0.61,0.23,0.03,0.00,19,20,7,1,0,1401
5364,Team hz,s1cknes,cypher,sentinel,0.05,18,129.0,0.60,73.6,0.67,0.50,0.22,0.00,0.06,9,15,4,0,1,1401
5365,Team hz,s1cknes,chamber,sentinel,0.05,13,250.0,4.33,140.2,0.92,1.00,0.00,0.23,0.00,13,3,0,3,0,1401
5366,MAD Lions,KRAY,viper,controller,0.75,247,193.6,1.00,129.5,0.71,0.68,0.25,0.06,0.07,168,168,62,15,18,1650
5367,MAD Lions,KRAY,omen,controller,0.188,73,189.3,0.86,122.7,0.74,0.68,0.34,0.07,0.11,50,58,25,5,8,1650
5368,MAD Lions,KRAY,breach,initiator,0.063,24,97.0,0.41,64.5,0.67,0.29,0.29,0.00,0.08,7,17,7,0,2,1650
5369,DNADIFF,Aiko,sova,initiator,0.489,452,210.3,1.14,141.1,0.76,0.71,0.39,0.09,0.07,320,280,175,39,32,1615
5370,DNADIFF,Aiko,fade,initiator,0.298,286,158.2,0.88,102.4,0.71,0.55,0.40,0.05,0.08,158,180,115,13,23,1615
5371,DNADIFF,Aiko,breach,initiator,0.085,76,155.8,0.76,102.4,0.75,0.54,0.49,0.04,0.05,41,54,37,3,4,1615
5372,DNADIFF,Aiko,viper,controller,0.064,66,150.3,0.69,98.3,0.68,0.50,0.32,0.09,0.14,33,48,21,6,9,1615
5373,DNADIFF,Aiko,skye,initiator,0.043,44,167.0,0.73,121.1,0.8,0.50,0.52,0.07,0.09,22,30,23,3,4,1615
5374,DNADIFF,Aiko,kayo,initiator,0.021,19,189.0,0.73,131.8,0.53,0.58,0.42,0.11,0.26,11,15,8,2,5,1615
5375,Jadeite,Anker,breach,initiator,0.364,73,189.0,1.02,125.8,0.78,0.70,0.33,0.05,0.10,51,50,24,4,7,1602
5376,Jadeite,Anker,sova,initiator,0.273,62,195.3,0.93,132.8,0.58,0.68,0.18,0.10,0.11,42,45,11,6,7,1602
5377,Jadeite,Anker,skye,initiator,0.273,59,210.0,1.05,141.6,0.73,0.76,0.19,0.08,0.05,45,43,11,5,3,1602
5378,Jadeite,Anker,fade,initiator,0.091,23,181.0,0.75,118.6,0.74,0.65,0.22,0.04,0.09,15,20,5,1,2,1602
5379,n/a,TONY992316069518,astra,controller,0.429,73,205.0,1.08,134.2,0.67,0.73,0.19,0.04,0.12,53,49,14,3,9,n/a
5380,n/a,TONY992316069518,omen,controller,0.28600000000000003,42,193.0,0.74,122.5,0.67,0.62,0.29,0.14,0.10,26,35,12,6,4,n/a
5381,n/a,TONY992316069518,sage,sentinel,0.14300000000000002,20,219.0,0.88,128.9,0.55,0.70,0.25,0.20,0.25,14,16,5,4,5,n/a
5382,n/a,TONY992316069518,kayo,initiator,0.14300000000000002,22,191.0,0.94,129.5,0.73,0.73,0.36,0.05,0.05,16,17,8,1,1,n/a
5383,n/a,Fractured,killjoy,sentinel,0.763,604,213.0,1.02,143.2,0.7,0.73,0.19,0.08,0.08,440,430,115,51,49,n/a
5384,n/a,Fractured,skye,initiator,0.105,85,182.5,1.04,124.2,0.71,0.68,0.26,0.01,0.09,58,56,22,1,8,n/a
5385,n/a,Fractured,raze,duelist,0.079,53,272.0,1.55,165.9,0.81,0.91,0.19,0.19,0.11,48,31,10,10,6,n/a
5386,n/a,Fractured,cypher,sentinel,0.053,50,158.5,0.73,112.8,0.6,0.54,0.22,0.08,0.14,27,37,11,4,7,n/a
5387,ALTERNATE aTTaX,xanarchy,brimstone,controller,0.33299999999999996,44,184.5,0.97,114.5,0.77,0.73,0.34,0.07,0.07,32,33,15,3,3,1391
5388,ALTERNATE aTTaX,xanarchy,omen,controller,0.33299999999999996,46,202.0,1.43,109.8,0.8,0.72,0.46,0.13,0.04,33,23,21,6,2,1391
5389,ALTERNATE aTTaX,xanarchy,sova,initiator,0.33299999999999996,41,192.0,0.80,123.8,0.66,0.68,0.15,0.07,0.10,28,35,6,3,4,1391
5390,UwU,Chrysania,omen,controller,0.5710000000000001,84,193.3,1.00,126.6,0.77,0.68,0.39,0.15,0.08,57,57,33,13,7,1524
5391,UwU,Chrysania,viper,controller,0.429,64,226.7,1.02,149.7,0.78,0.77,0.42,0.17,0.11,49,48,27,11,7,1524
5392,Solaire,leah,breach,initiator,0.857,239,182.3,0.95,121.9,0.72,0.65,0.39,0.07,0.10,155,163,94,17,23,1568
5393,Solaire,leah,sova,initiator,0.14300000000000002,40,299.0,1.45,182.7,0.8,1.05,0.25,0.13,0.00,42,29,10,5,0,1568
5394,n/a,HANLING,skye,initiator,0.5,52,124.0,0.63,83.2,0.56,0.46,0.13,0.06,0.08,24,38,7,3,4,n/a
5395,n/a,HANLING,chamber,sentinel,0.33299999999999996,47,216.0,1.29,141.4,0.81,0.77,0.21,0.19,0.09,36,28,10,9,4,n/a
5396,n/a,HANLING,kayo,initiator,0.16699999999999998,15,180.0,0.62,114.5,0.73,0.53,0.40,0.13,0.13,8,13,6,2,2,n/a
5397,n/a,DGL,breach,initiator,0.5,52,187.3,0.77,127.3,0.73,0.65,0.25,0.02,0.08,34,44,13,1,4,n/a
5398,n/a,DGL,sage,sentinel,0.33299999999999996,34,161.5,0.53,114.5,0.65,0.47,0.41,0.03,0.09,16,30,14,1,3,n/a
